0.666667,0.411765,0.428912,0.000000,0.803248,0.376344,0.241379,0.089332,0.214286,0.089332,0.142857,0.250000,0.392857,0.367347,0.347826,0.204188,0.257341,0.339140,0.271358,5
0.666667,0.588235,0.620334,0.000000,0.933535,0.483871,0.241379,0.091902,0.142857,0.091902,0.071429,0.250000,0.214286,0.204082,0.275362,0.259599,0.273177,0.284163,0.284565,5
1.000000,0.019608,0.059571,1.000000,0.932402,0.462366,0.241379,0.853470,0.000000,0.853470,0.785714,0.083333,0.071429,0.061224,0.057971,0.026614,0.026724,0.027376,0.049319,2
0.333333,0.254902,0.310564,0.000000,0.756420,0.118280,0.034483,0.184769,0.285714,0.184769,0.142857,0.000000,0.000000,0.000000,0.000000,0.003490,0.005939,0.010181,0.005881,3
1.000000,0.058824,0.082605,1.000000,0.371979,0.666667,0.241379,0.243573,0.000000,0.243573,0.285714,0.333333,0.178571,0.183673,0.159420,0.128272,0.126691,0.108371,0.088011,3
1.000000,0.019608,0.048451,1.000000,0.838369,0.387097,0.482759,0.603470,0.000000,0.603470,0.500000,0.166667,0.107143,0.081633,0.072464,0.031414,0.032003,0.035747,0.051279,3
0.666667,0.490196,0.494043,0.000000,0.756798,0.086022,0.241379,0.108933,0.142857,0.108933,0.142857,0.333333,0.321429,0.387755,0.434783,0.271379,0.314088,0.358145,0.336050,4
0.666667,0.019608,0.034154,0.000000,0.520015,0.344086,0.241379,0.174807,0.071429,0.174807,0.142857,0.166667,0.107143,0.102041,0.188406,0.120419,0.105246,0.081222,0.049319,1
0.666667,0.352941,0.395552,0.000000,0.582704,0.172043,0.241379,0.098972,0.142857,0.098972,0.214286,0.166667,0.142857,0.183673,0.159420,0.164049,0.172220,0.159955,0.155902,4
1.000000,0.019608,0.069102,1.000000,0.608384,0.559140,0.241379,0.651350,0.000000,0.651350,0.714286,0.083333,0.071429,0.061224,0.057971,0.027051,0.027054,0.029186,0.049319,3
1.000000,0.058824,0.106434,1.000000,0.782477,0.892473,0.000000,0.575514,0.000000,0.575514,0.571429,0.166667,0.142857,0.102041,0.086957,0.031850,0.032333,0.035973,0.049732,4
0.666667,0.745098,0.832407,0.000000,0.888595,0.182796,0.241379,0.063625,0.142857,0.063625,0.071429,0.083333,0.142857,0.122449,0.202899,0.160122,0.190036,0.233484,0.291993,5
0.333333,0.274510,0.313741,0.000000,0.548338,0.086022,0.068966,0.158419,0.214286,0.158419,0.142857,0.000000,0.000000,0.000000,0.000000,0.001309,0.001980,0.003846,0.002992,3
0.333333,0.333333,0.354249,0.000000,0.847054,0.139785,0.034483,0.186054,0.214286,0.186054,0.214286,0.083333,0.071429,0.061224,0.057971,0.041885,0.041570,0.071493,0.051795,4
0.666667,0.588235,0.733122,0.000000,0.934668,0.204301,0.241379,0.093830,0.214286,0.093830,0.142857,0.166667,0.142857,0.122449,0.101449,0.110384,0.119433,0.137330,0.163434,5
1.000000,0.019608,0.053217,1.000000,0.729230,0.376344,0.241379,0.383997,0.000000,0.383997,0.357143,0.250000,0.214286,0.142857,0.115942,0.053665,0.066645,0.091855,0.065621,3
1.000000,0.039216,0.073868,1.000000,0.777946,0.623656,0.241379,0.536632,0.000000,0.536632,0.571429,0.166667,0.107143,0.081633,0.072464,0.032286,0.035302,0.045701,0.056438,3
1.000000,0.019608,0.060365,1.000000,0.853097,0.365591,0.000000,0.430270,0.000000,0.430270,0.428571,0.166667,0.142857,0.122449,0.115942,0.057155,0.066315,0.085068,0.079653,3
0.333333,0.372549,0.502780,0.000000,0.501888,0.043011,0.137931,0.092866,0.214286,0.092866,0.142857,0.000000,0.000000,0.000000,0.000000,0.047120,0.048169,0.050905,0.049422,4
0.666667,0.352941,0.443209,0.000000,0.882553,0.258065,0.896552,0.251928,0.071429,0.251928,0.214286,0.250000,0.178571,0.163265,0.188406,0.105585,0.119433,0.142081,0.116281,4
1.000000,0.078431,0.096108,1.000000,0.639350,0.870968,0.103448,0.455977,0.000000,0.455977,0.500000,0.166667,0.142857,0.142857,0.130435,0.039703,0.050478,0.061538,0.051073,5
0.666667,0.411765,0.467037,0.000000,0.922205,0.279570,0.034483,0.228149,0.142857,0.228149,0.214286,0.166667,0.142857,0.183673,0.289855,0.117801,0.131970,0.145249,0.170450,5
0.666667,0.117647,0.182685,0.000000,0.777190,0.279570,0.241379,0.496787,0.071429,0.496787,0.500000,0.083333,0.142857,0.102041,0.086957,0.020506,0.023425,0.024887,0.019294,4
0.333333,0.019608,0.068308,0.000000,0.604230,0.118280,0.034483,0.599293,0.500000,0.599293,0.571429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2
1.000000,0.098039,0.125496,1.000000,0.714879,1.000000,0.000000,0.697301,0.000000,0.697301,0.714286,0.166667,0.214286,0.163265,0.144928,0.032723,0.032992,0.034163,0.053033,4
1.000000,0.039216,0.076251,1.000000,0.130665,0.451613,0.034483,0.303021,0.000000,0.303021,0.357143,0.166667,0.178571,0.142857,0.130435,0.086824,0.094028,0.087330,0.053549,3
0.666667,0.352941,0.451152,0.000000,0.954683,0.301075,0.241379,0.270566,0.285714,0.270566,0.285714,0.166667,0.107143,0.122449,0.115942,0.048429,0.054437,0.060181,0.093686,4
1.000000,0.039216,0.087371,1.000000,0.939199,0.817204,0.034483,0.340938,0.000000,0.340938,0.357143,0.166667,0.142857,0.102041,0.101449,0.070244,0.086440,0.096154,0.075629,3
1.000000,0.019608,0.055600,1.000000,0.912387,0.494624,0.034483,0.343509,0.000000,0.343509,0.357143,0.166667,0.107143,0.102041,0.086957,0.066318,0.081491,0.087783,0.059946,3
1.000000,0.019608,0.072280,1.000000,0.426737,0.548387,0.000000,0.207584,0.000000,0.207584,0.142857,0.250000,0.250000,0.244898,0.202899,0.139180,0.125041,0.105882,0.083884,4
1.000000,0.039216,0.091342,1.000000,0.621224,0.784946,0.000000,0.651350,0.000000,0.651350,0.642857,0.166667,0.107143,0.122449,0.101449,0.029232,0.028703,0.030317,0.049732,3
0.333333,0.352941,0.339952,0.000000,0.537387,0.387097,0.241379,0.036311,0.142857,0.036311,0.142857,0.250000,0.357143,0.265306,0.304348,0.346859,0.377433,0.461312,0.414672,5
1.000000,0.058824,0.073074,1.000000,0.372356,0.451613,0.172414,0.690553,0.000000,0.690553,0.714286,0.166667,0.142857,0.102041,0.101449,0.030977,0.030023,0.032127,0.053756,3
0.333333,0.352941,0.398729,0.000000,0.736027,0.172043,0.241379,0.113111,0.214286,0.113111,0.142857,0.000000,0.000000,0.020408,0.028986,0.015271,0.014517,0.014253,0.019604,4
0.666667,0.431373,0.378078,0.000000,0.739048,0.064516,0.068966,0.088689,0.142857,0.088689,0.142857,0.500000,0.571429,0.489796,0.478261,0.348168,0.345760,0.348190,0.301898,4
0.333333,0.294118,0.290707,0.000000,0.745846,0.193548,0.241379,0.115039,0.142857,0.115039,0.142857,0.000000,0.000000,0.000000,0.028986,0.048429,0.048499,0.047285,0.047978,4
1.000000,0.058824,0.069102,1.000000,0.501511,0.634409,0.241379,0.338368,0.000000,0.338368,0.428571,0.083333,0.142857,0.102041,0.086957,0.080716,0.094358,0.089140,0.054994,3
1.000000,0.058824,0.097697,1.000000,0.929003,0.892473,0.517241,0.629499,0.000000,0.629499,0.571429,0.166667,0.107143,0.081633,0.072464,0.030105,0.031013,0.034615,0.050248,4
0.666667,0.411765,0.468626,0.000000,0.802115,0.333333,0.241379,0.059126,0.214286,0.059126,0.142857,0.083333,0.071429,0.102041,0.115942,0.192845,0.217750,0.226471,0.260627,5
0.333333,0.392157,0.446386,0.000000,0.817221,0.107527,0.034483,0.126285,0.142857,0.126285,0.142857,0.000000,0.000000,0.000000,0.000000,0.085951,0.085120,0.084163,0.068407,4
0.666667,0.019608,0.040508,0.000000,0.319864,0.473118,0.034483,0.643638,0.142857,0.643638,0.642857,0.000000,0.000000,0.000000,0.000000,0.004799,0.004289,0.004072,0.005984,1
1.000000,0.039216,0.069897,1.000000,0.674094,0.494624,0.034483,0.288882,0.000000,0.288882,0.285714,0.166667,0.250000,0.204082,0.217391,0.117801,0.142527,0.125566,0.081923,4
1.000000,0.058824,0.101668,1.000000,0.489426,0.623656,0.034483,0.392995,0.000000,0.392995,0.428571,0.083333,0.107143,0.122449,0.086957,0.047993,0.067964,0.080769,0.052002,4
